Lake_ID,Lake.Name,STN,Site.ID,Latitude,Longitude,Year,meanTP_yearly,Secchi.depth_avg
260,BASS LAKE,6936,1,44.57222222,-76.07222222,2006,6.15,6.4
261,BASS LAKE,6936,1,44.57222222,-76.07222222,2007,5.75,5.8
262,BASS LAKE,6936,1,44.57222222,-76.07222222,2008,6.35,5.5
263,BASS LAKE,6936,1,44.57222222,-76.07222222,2009,6.15,6.4
264,BASS LAKE,6936,1,44.57222222,-76.07222222,2012,10.7,6.5
265,BASS LAKE,6936,1,44.57222222,-76.07222222,2014,5.3,5.8
266,BASS LAKE,6936,1,44.57222222,-76.07222222,2015,5.5,5.8
267,BASS LAKE,6936,1,44.57222222,-76.07222222,2016,5.1,5.8
268,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2002,6.65,4.7
269,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2003,4.5,4.7
270,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2004,5.4,4.8
271,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2005,4.7,4.6
272,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2006,9.8,4.9
273,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2007,4.3,5.1
274,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2008,4.75,4.8
275,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2009,6.6,4.9
276,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2010,4.2,4.8
277,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2011,5.8,5.2
278,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2012,4.6,5.2
279,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2013,6.4,4.9
280,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2014,5.3,4.9
281,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2015,6.6,5.2
282,BASSHAUNT LAKE,244,1,45.12222222,-78.46527778,2016,4.9,5.5
283,BAT LAKE,7038,1,44.93333333,-78.68388889,2003,20.1,2.3
284,BAT LAKE,7038,1,44.93333333,-78.68388889,2004,21.65,3.2
285,BAT LAKE,7038,1,44.93333333,-78.68388889,2005,30.15,2.9
286,BAT LAKE,7038,1,44.93333333,-78.68388889,2006,15.95,3
287,BAT LAKE,7038,1,44.93333333,-78.68388889,2007,13.65,3.6
288,BAT LAKE,7038,1,44.93333333,-78.68388889,2008,19.45,2.5
